name,label
Pug/00000116.jpg,Pug
Pug/00000044.jpg,Pug
Pug/00000045.jpg,Pug
Pug/00000106.jpg,Pug
Pug/00000066.jpg,Pug
Pug/00000074.jpg,Pug
Pug/00000159.jpg,Pug
Pug/00000089.jpg,Pug
Pug/00000125.jpg,Pug
Pug/00000111.jpg,Pug
Pug/00000000.jpg,Pug
Pug/00000072.jpg,Pug
Pug/00000141.jpg,Pug
Pug/00000119.jpg,Pug
Pug/00000156.jpg,Pug
Pug/00000050.jpeg,Pug
Pug/00000164.jpg,Pug
Pug/00000012.jpeg,Pug
Pug/00000031.jpg,Pug
Pug/00000033.jpg,Pug
Pug/00000166.jpg,Pug
Pug/00000078.jpeg,Pug
Pug/00000034.jpg,Pug
Pug/00000188.jpg,Pug
Pug/00000022.jpg,Pug
Pug/00000035.jpg,Pug
Pug/00000023.png,Pug
Pug/00000038.jpg,Pug
Pug/00000063.jpg,Pug
Pug/00000070.jpg,Pug
Pug/00000010.jpg,Pug
Pug/00000017.jpg,Pug
Pug/00000098.jpg,Pug
Pug/00000091.jpg,Pug
Pug/00000002.jpg,Pug
Pug/00000093.jpg,Pug
Pug/00000048.jpg,Pug
Pug/00000181.jpg,Pug
Pug/00000086.jpg,Pug
Pug/00000124.jpg,Pug
Pug/00000061.jpg,Pug
Pug/00000195.jpg,Pug
Pug/00000085.jpg,Pug
Pug/00000019.jpg,Pug
Pug/00000172.jpg,Pug
Pug/00000057.jpg,Pug
Pug/00000042.jpg,Pug
Pug/00000193.jpg,Pug
Pug/00000084.jpg,Pug
Pug/00000186.jpg,Pug
Pug/00000087.jpg,Pug
Pug/00000105.jpg,Pug
Pug/00000008.jpg,Pug
Pug/00000097.jpg,Pug
Pug/00000026.jpg,Pug
Pug/00000198.jpg,Pug
Pug/00000014.jpg,Pug
Pug/00000001.jpg,Pug
Pug/00000046.jpeg,Pug
Pug/00000047.jpg,Pug
Pug/00000146.jpg,Pug
Pug/00000144.jpg,Pug
Pug/00000110.jpg,Pug
Pug/00000041.jpg,Pug
Pug/00000139.jpg,Pug
Pug/00000027.jpg,Pug
Pug/00000068.jpg,Pug
Pug/00000020.jpg,Pug
Pug/00000109.jpg,Pug
Pug/00000007.jpg,Pug
Pug/00000088.jpg,Pug
Pug/00000036.jpg,Pug
Pug/00000056.JPG,Pug
Pug/00000009.jpg,Pug
Pug/00000005.jpg,Pug
Pug/00000174.png,Pug
Pug/00000060.jpg,Pug
Pug/00000004.jpg,Pug
Pug/00000049.jpg,Pug
Pug/00000177.jpg,Pug
Pug/00000131.jpg,Pug
Pug/00000197.jpg,Pug
Pug/00000155.jpg,Pug
Pug/00000018.jpg,Pug
Pug/00000104.jpg,Pug
Pug/00000059.jpg,Pug
Pug/00000006.jpg,Pug
Pug/00000040.jpg,Pug
Pug/00000137.jpg,Pug
Pug/00000015.jpg,Pug
Pug/00000145.jpg,Pug
Pug/00000051.jpg,Pug
Pug/00000032.jpg,Pug
Pug/00000128.jpg,Pug
Pug/00000013.jpg,Pug
Pug/00000090.jpg,Pug
Pug/00000108.jpg,Pug
Pug/00000196.jpg,Pug
Pug/00000080.jpg,Pug
Pug/00000073.jpg,Pug
Pug/00000112.jpg,Pug
Pug/00000021.jpg,Pug
Pug/00000194.jpg,Pug
Pug/00000129.png,Pug
Pug/00000100.jpg,Pug
Pug/00000083.jpg,Pug
Pug/00000081.jpg,Pug
Pug/00000016.JPG,Pug
Pug/00000163.jpg,Pug
Pug/00000075.jpg,Pug
Pug/00000054.jpg,Pug
Pug/00000191.jpg,Pug
Pug/00000101.jpg,Pug
Pug/00000052.jpg,Pug
Pug/00000043.jpg,Pug
Pug/00000071.jpg,Pug
Pug/00000168.jpg,Pug
Pug/00000039.jpg,Pug
Pug/00000176.jpg,Pug
Pug/00000103.jpg,Pug
Pug/00000171.jpg,Pug
Pug/00000154.jpg,Pug
Pug/00000053.jpg,Pug
Pug/00000025.png,Pug
French/00000044.jpg,French
French/00000091.jpeg,French
French/00000003.jpg,French
